GSM4233218_WT_806_6M_FC.txt	GSM4233219_WT_807_6M_FC.txt	GSM4233220_WT_817_6M_FC.txt	GSM4233221_WT_819_6M_FC.txt	GSM4233222_TG_967_6M_FC.txt	GSM4233223_TG_968_6M_FC.txt	GSM4233224_TG_970_6M_FC.txt	GSM4233225_WT_178_11M_FC.txt	GSM4233226_WT_772_11M_FC.txt	GSM4233227_WT_774_11M_FC.txt	GSM4233228_TG_180_11M_FC.txt	GSM4233229_TG_183_11M_FC.txt	GSM4233230_TG_795_11M_FC.txt
1333.00	1551.00	1426.00	1510.00	1523.00	1522.00	1528.00	1390.00	1234.00	1313.00	1466.00	1229.00	1447.00
2024.00	2349.00	2131.00	2341.91	2348.00	2122.80	2335.90	2035.00	1581.85	1776.90	1807.00	1923.91	1851.00
4406.00	4844.00	4473.00	4999.00	5206.00	4475.00	4906.00	3962.00	3907.00	3454.00	3703.00	4160.00	3798.00
7.00	18.00	9.00	7.00	33.00	13.00	26.00	7.00	10.00	5.00	13.00	24.00	19.00
3088.00	2382.00	3907.00	2820.00	2644.00	2890.00	2761.00	2584.00	2907.00	3160.00	2427.00	2549.00	2464.00
3212.00	2990.00	3179.00	3125.00	3360.00	2903.00	3107.00	2955.00	2125.00	2903.00	2507.00	2755.00	2849.00
1236.00	997.95	1187.80	1073.95	1294.83	1201.67	1330.80	1139.82	1052.00	1015.91	1543.61	1400.98	1721.88
4238.93	4995.37	4650.27	4902.89	4044.54	4326.31	4269.34	4344.12	4961.28	4982.42	4376.23	4498.83	4725.53
2.00	4.05	6.20	5.05	3.17	4.33	5.20	7.18	8.00	1.09	5.39	10.02	3.12
1809.00	1734.00	1745.00	1860.00	1680.00	1714.00	1837.00	1579.00	1530.00	1725.00	1706.00	1712.00	1860.00
137.00	47.00	101.00	50.00	38.00	44.00	40.00	84.00	91.00	182.00	140.00	62.00	133.00
337.00	276.00	302.00	306.00	255.00	275.00	307.00	304.00	357.00	259.00	377.00	319.00	362.00
3535.00	4091.00	3769.00	3800.00	4326.00	3724.00	4054.00	3683.00	3364.00	3866.00	3657.00	4008.00	3908.00
2765.00	2976.00	2736.00	2616.00	3154.00	2563.00	2565.00	2908.00	2686.00	3243.00	2784.00	2830.00	2921.00
3.00	10.00	2.00	5.00	7.00	5.00	6.00	0.00	8.00	2.00	13.00	12.00	9.00
1253.00	1265.00	1321.97	1360.00	1439.95	1265.00	1405.87	1242.93	1029.91	1161.00	1152.87	1168.82	1175.96
1139.00	1667.00	1381.00	1351.00	1682.00	1548.00	1578.00	1555.00	1358.00	1310.00	1319.00	1252.00	1414.00
13524.00	15736.00	14889.00	15729.00	14642.00	13739.00	14839.00	15840.00	16590.00	12933.00	13495.00	14466.00	14543.00
90.00	74.00	100.00	88.00	110.00	97.00	97.00	92.00	89.00	110.00	180.00	160.00	188.00
881.00	814.00	974.00	820.00	867.00	812.00	841.00	826.00	954.00	1025.00	799.00	900.00	849.00
19.00	10.00	28.00	22.00	20.00	15.00	14.00	19.00	34.00	13.00	21.00	12.00	29.00
0.00	0.00	2.00	0.00	1.00	1.00	0.00	0.00	2.00	1.00	0.00	0.00	2.00
64.00	19.00	64.00	21.00	26.00	31.00	5.00	9.00	1.00	72.00	13.00	14.00	2.00
3.00	1.00	1.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	2.00	0.00	1.00
8.00	0.00	2.00	1.00	2.00	0.00	5.00	1.00	0.00	8.00	0.00	1.00	0.00
91.00	57.00	73.00	54.00	24.00	49.00	57.00	72.00	73.00	99.00	116.00	42.00	108.00
392.00	322.00	353.00	346.00	228.00	304.00	333.00	379.00	352.00	431.00	317.00	316.00	351.00
1.00	7.00	8.00	3.00	6.00	10.00	10.00	16.00	8.00	5.00	6.00	13.00	17.00
3.00	2.00	1.00	1.00	3.00	5.00	1.00	1.00	2.00	1.00	3.00	3.00	0.00
27.00	48.00	30.00	24.00	61.00	54.00	58.00	51.00	37.00	30.00	46.00	58.00	42.00
482.00	418.00	532.00	469.00	491.00	428.00	443.00	502.00	403.00	472.00	404.00	440.00	371.00
529.00	359.00	312.00	347.00	363.00	347.00	323.00	314.00	313.00	580.00	349.00	299.00	333.00
407.00	278.00	468.00	319.00	328.00	351.00	420.00	402.00	502.00	506.00	465.00	446.00	455.00
362.00	338.00	426.00	333.00	341.00	365.00	401.00	391.00	298.00	271.00	349.00	349.00	338.00
15035.00	16789.00	13348.00	17205.00	15710.00	13703.00	17627.00	14821.00	12374.00	12159.00	15794.00	13923.00	16947.00
353.00	490.00	557.00	371.00	583.00	485.00	488.00	492.00	354.00	359.00	447.00	538.00	431.00
1239.00	1375.00	1646.00	1224.00	1400.00	1112.00	1199.00	1591.00	1118.00	1279.00	1340.00	1383.00	1365.00
167.00	122.00	188.00	165.90	154.97	144.00	166.00	156.00	225.90	182.90	205.00	213.00	219.00
13.00	10.00	7.00	10.00	5.00	12.00	12.00	13.00	6.00	4.00	9.00	8.00	13.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
608.00	666.00	587.00	746.00	701.00	617.00	679.00	660.00	616.00	591.00	581.00	652.00	622.00
2400.00	2546.00	2315.00	2530.00	2034.00	2061.00	2309.00	2484.00	2213.00	2367.00	2091.00	2240.00	2180.00
1.16	2.10	1.00	2.14	0.00	2.08	1.09	4.06	2.00	0.00	2.13	0.00	2.00
2.00	0.00	4.00	1.00	2.00	0.00	3.00	1.00	2.00	0.00	11.00	4.00	9.00
20.00	6.00	12.00	4.00	17.00	3.00	13.00	11.00	3.00	9.00	17.00	13.00	12.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
636.51	758.57	771.52	796.58	923.17	753.93	926.40	869.06	797.59	620.36	647.91	685.32	624.78
545.00	663.00	665.00	668.00	685.00	748.00	752.00	617.00	649.00	739.03	690.00	693.00	656.00
727.00	682.00	851.00	668.00	710.00	645.00	797.00	789.00	897.00	748.00	881.00	814.00	840.00
1495.18	1372.36	1468.45	1411.81	1620.37	1434.27	1691.21	1363.79	1050.74	1139.71	1429.41	1363.39	1509.30
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
304.00	288.00	217.00	314.00	280.00	310.00	392.00	389.00	314.00	250.00	299.00	324.00	407.00
64.00	61.00	82.00	75.00	86.00	88.00	93.00	81.00	102.00	76.00	104.00	130.00	116.00
820.00	684.00	793.00	737.00	738.00	687.00	674.00	678.00	664.00	563.00	553.00	686.00	596.00
1.00	0.00	3.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	2.00	0.00
21.00	6.00	17.00	20.00	11.00	15.00	12.00	14.00	18.00	14.00	13.00	14.00	8.00
318.00	333.00	328.00	330.00	330.75	271.00	340.00	317.00	283.00	370.00	359.00	352.91	350.92
3310.00	3542.00	4409.00	3368.00	3698.00	3531.00	3188.00	3217.00	3179.00	3749.00	2982.00	3397.00	2962.00
258.00	297.00	354.00	304.00	311.00	336.00	343.00	335.00	469.00	338.00	309.00	344.00	380.00
405.00	426.00	393.00	462.00	463.00	438.00	458.00	327.00	264.00	392.00	309.00	342.00	326.00
3685.00	3830.00	4102.00	4032.00	3559.00	3714.00	4209.00	3572.00	4812.00	3845.00	3890.00	4329.00	4519.00
2.00	1.00	5.00	6.00	5.00	0.00	0.00	5.00	0.00	3.00	0.00	4.00	0.00
84.00	46.31	46.67	80.00	92.74	93.00	109.71	51.78	89.00	83.00	134.00	132.41	193.52
516.00	319.00	563.00	384.00	488.00	623.00	729.00	437.00	561.00	517.00	1024.00	731.00	1219.00
230.00	230.00	233.00	233.00	314.00	317.00	411.00	243.00	277.00	233.00	631.00	468.00	735.00
644.00	577.00	569.00	628.00	629.00	547.00	590.00	614.00	577.00	470.00	632.00	688.00	748.00
358.00	257.00	278.00	215.00	280.00	269.00	296.00	261.00	352.00	343.00	330.00	401.00	452.00
737.00	543.00	475.00	577.00	484.00	470.00	644.00	495.00	485.00	415.00	497.00	471.00	550.00
368.00	360.00	411.00	343.00	490.00	396.00	386.00	336.00	299.00	401.00	375.00	366.00	341.00
443.00	500.00	581.00	477.00	734.00	645.00	807.00	645.00	821.00	697.00	934.00	1121.00	1273.00
83.00	75.00	114.00	71.00	132.00	88.00	113.00	133.00	121.00	150.00	121.00	165.00	114.00
1043.00	1046.00	959.00	948.00	1277.00	1029.00	1012.00	1242.00	970.00	1197.00	1032.00	1137.00	1180.00
2428.00	2486.00	2711.00	2747.00	2717.00	2598.00	2704.00	2307.00	2153.00	2361.00	2449.00	2675.00	2610.00
371.00	486.00	449.00	431.00	436.00	395.00	364.00	397.00	347.00	488.00	384.00	437.00	415.00
1446.00	1428.00	1662.00	1375.00	1597.00	1388.00	1723.00	1489.00	1438.00	1338.00	1341.00	1404.00	1282.00
4697.00	4334.00	4092.00	4145.00	4835.00	4540.00	5353.00	4235.00	3626.00	3892.00	5312.00	4651.00	5487.00
2072.64	2028.53	2184.15	2197.85	1785.96	1847.36	2121.85	2356.10	2556.55	2094.55	2133.84	2047.56	2195.57
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
106.00	3.00	6.00	4.00	2.00	9.00	5.00	1.00	15.00	5.00	7.00	10.00	5.00
1253.00	1309.00	1387.00	1253.00	1200.00	1212.00	1369.00	1222.00	1283.00	1242.00	1192.00	1348.00	1293.00
6279.00	9151.00	7839.00	8274.00	9644.00	7967.00	8487.00	8636.87	6325.00	5940.00	6898.00	8669.60	7222.00
584.00	539.00	673.00	609.00	577.00	579.00	612.00	499.00	564.00	480.00	656.00	529.00	557.00
5961.34	6590.38	6373.72	6464.70	7219.39	6244.96	6761.62	5925.24	5607.89	6158.50	6263.67	7025.15	6898.37
850.00	846.00	889.00	849.00	811.00	745.00	873.00	874.00	883.00	805.00	885.00	863.00	941.00
187.00	211.00	361.00	206.00	285.00	276.00	255.00	291.00	241.00	183.00	173.00	314.00	233.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	1.00	0.00
138.00	133.00	145.00	164.00	147.00	146.00	166.00	163.00	288.00	151.00	215.00	251.00	344.00
1496.00	1538.00	1572.00	1589.00	1707.00	1443.00	1588.00	1397.00	1478.00	1401.00	1539.00	1595.00	1776.00
51.00	67.00	31.00	58.00	63.00	42.00	42.00	37.00	40.00	66.00	76.00	42.00	46.00
1991.00	1695.00	2227.00	1808.00	1475.00	1879.00	2271.00	2050.00	2566.00	1690.00	2026.00	1724.00	2102.00
2647.00	2795.00	3011.00	2939.00	2571.99	2528.00	2870.00	2735.00	3326.98	2771.00	2740.00	3191.98	3117.00
1737.00	2384.00	2644.00	2286.00	1936.00	2179.00	2615.00	4323.00	3380.00	1199.00	2614.00	3285.00	2424.00
79.00	60.00	105.00	59.00	126.00	51.00	79.00	98.00	95.00	67.00	198.00	117.00	121.00
6339.00	6833.00	6483.00	6760.00	6546.00	5813.00	6699.00	6666.00	5602.00	6066.00	6064.00	6724.00	6834.00
183.00	208.00	507.00	210.00	434.00	136.00	185.00	304.00	715.00	394.00	341.00	635.00	250.00
476.24	637.11	650.46	491.08	576.15	524.13	519.65	534.95	543.54	430.40	525.89	575.17	542.89
34.00	33.00	60.00	36.00	36.00	34.00	28.00	72.00	83.00	27.00	58.00	41.00	27.00
309.00	313.00	462.00	341.00	355.00	318.00	288.00	417.00	481.00	369.00	369.00	365.00	402.00
73.44	64.00	54.58	69.00	75.00	56.72	82.00	66.00	16.00	40.00	45.00	56.00	59.00
619.00	586.00	667.00	604.00	547.00	586.00	742.00	556.00	544.00	475.00	621.00	547.00	646.00
732.02	725.00	685.63	799.00	830.00	664.02	918.79	802.41	492.02	694.03	682.20	639.04	662.99
43.00	80.41	71.53	95.00	56.00	43.54	42.00	74.72	87.86	88.13	57.11	106.71	60.00
2254.00	2498.00	2447.00	2162.00	2251.00	1945.00	1640.00	2056.00	1513.00	1797.00	1805.00	1971.00	2067.00
3668.00	4822.00	3860.00	4526.00	4329.00	4094.00	4948.00	4796.00	5267.00	3751.00	4392.00	4369.00	4702.00
197.00	249.00	230.00	333.00	271.00	260.00	354.00	382.00	373.00	188.00	246.00	310.00	276.00
553.00	665.00	778.00	713.00	681.00	680.00	698.00	846.00	987.00	839.00	809.00	978.00	1012.00
164.00	128.00	191.00	165.00	105.00	122.00	113.00	241.00	260.00	259.00	200.00	153.00	186.00
388.00	447.00	412.00	421.00	528.00	451.00	481.00	458.00	277.00	310.00	420.00	351.00	457.00
3251.00	3014.58	3005.00	3200.59	2750.62	2976.00	3380.22	2890.00	3947.00	3637.00	3058.26	3283.00	3724.00
178.00	141.00	239.00	132.00	107.00	140.00	189.00	177.00	213.00	155.00	208.00	194.00	202.00
3357.00	3137.00	3392.00	3206.00	3212.00	3166.00	3706.00	3275.00	2787.00	2785.00	3020.00	2980.00	3107.00
2535.00	1521.00	1240.00	1879.00	1361.00	1336.00	1876.00	1341.00	1129.00	2088.00	1409.00	1249.00	1595.00
1029.00	954.00	998.00	996.00	1119.00	1047.00	1265.00	945.00	854.00	803.00	1082.00	934.00	1093.00
1877.00	1739.00	1789.00	1585.00	2294.00	1648.00	1941.00	1758.00	1250.00	1290.00	1742.00	1712.00	1795.00
691.00	806.00	807.00	797.00	818.00	815.00	842.00	770.00	770.00	676.00	717.00	771.00	782.00
24.00	11.78	23.00	13.00	5.00	10.00	15.00	19.00	23.00	21.00	14.00	12.00	3.00
2494.00	2197.00	2578.00	1979.94	1680.00	1942.00	2110.00	3592.00	3611.00	3966.00	2626.00	2586.00	2865.00
862.00	845.00	894.00	902.00	1020.00	816.00	917.00	802.00	794.00	646.00	783.00	789.00	776.00
1409.00	1485.00	1547.00	1475.00	1497.00	1428.00	1438.00	1782.00	1761.00	1017.00	1600.00	1392.00	1699.00
3.00	0.00	4.00	1.00	0.00	2.00	3.00	0.00	0.00	2.00	5.00	7.00	14.00
299.00	231.00	326.00	271.00	307.00	257.00	320.00	233.00	220.00	190.00	300.00	252.00	286.00
3435.54	3210.58	3498.68	3430.96	3247.43	3110.63	3409.56	3161.10	3214.68	3408.63	3202.37	3791.08	3328.09
439.00	381.00	591.00	460.00	372.00	458.00	687.00	832.00	874.00	251.00	745.00	624.00	909.00
0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	2.00	0.00	0.00	3.00	0.00
887.00	786.00	626.00	818.00	747.00	781.00	1086.00	797.00	768.00	622.00	806.00	742.00	933.00
514.00	372.00	606.00	372.00	324.00	400.00	379.00	383.00	466.00	482.00	439.00	329.00	411.00
1248.46	1202.42	1082.32	1316.04	1225.57	1092.37	1451.44	1052.90	914.32	1033.37	1111.63	1127.92	1302.91
297.00	448.00	273.00	475.00	350.00	320.00	439.00	314.00	339.00	309.00	352.00	333.00	397.00
8.00	10.00	4.00	9.00	7.00	7.00	11.00	7.00	6.00	12.00	6.00	4.00	11.00
157.00	166.00	198.00	190.00	157.00	157.00	202.00	141.00	142.00	147.00	203.00	156.00	206.00
12.00	18.00	14.00	8.00	10.00	15.00	20.00	24.00	21.00	10.00	6.00	9.00	7.00
4474.00	4554.00	4462.00	4908.00	5016.00	4352.00	5497.00	4272.00	3314.00	3214.00	3937.00	4002.00	4135.00
1447.82	1588.30	1470.40	1558.43	1578.97	1439.51	1499.30	1373.58	1409.47	1487.86	1504.57	1543.77	1748.59
41.00	21.00	43.00	21.00	35.00	26.00	34.00	22.00	17.00	29.00	30.00	24.00	26.00
676.00	551.00	645.00	534.00	505.00	499.00	534.00	589.00	679.00	536.00	619.00	576.00	625.00
6652.81	7092.91	6948.95	6666.96	6616.95	6246.88	6436.00	6379.91	6934.83	7909.88	6558.39	6197.96	6322.93
87.00	66.00	91.00	87.00	101.00	72.00	56.00	102.00	108.00	89.00	97.00	100.00	117.00
355.18	262.70	423.60	262.57	249.03	258.49	320.70	357.42	393.53	274.14	273.43	275.23	228.41
106.00	94.00	88.00	68.00	259.00	209.00	235.00	98.00	161.00	122.00	378.00	341.00	556.00
1470.00	1464.00	1530.00	1532.00	1380.00	1329.00	1319.00	1433.00	1394.00	1556.00	1298.00	1509.00	1438.00
332.00	327.00	484.00	312.00	403.00	366.00	272.00	331.00	356.00	306.00	532.00	493.00	586.00
306.00	388.00	420.00	339.00	414.00	334.00	308.00	336.00	335.00	283.00	358.00	295.00	367.00
5.00	1.00	4.00	3.00	2.47	2.77	2.00	6.77	9.00	4.00	7.00	5.00	2.00
671.00	600.00	746.00	607.00	625.00	572.00	597.00	562.00	660.00	593.00	523.00	580.00	606.00
1166.00	1090.00	1343.00	1061.00	1067.00	1139.00	1277.00	1187.00	1208.00	859.00	1128.00	1019.00	1125.00
828.00	830.00	789.00	827.00	731.00	767.00	816.00	837.00	972.00	856.00	761.00	833.00	881.00
2596.00	2825.00	3208.00	2559.00	3202.00	2928.00	2519.00	2671.00	2555.00	2852.00	2545.00	2916.00	2546.00
448.00	325.00	428.00	320.00	293.00	350.00	396.00	452.00	456.00	439.00	457.00	278.00	498.00
15.00	20.00	12.00	24.00	23.00	16.00	23.00	10.00	17.00	13.00	32.00	23.00	37.00
304.00	272.00	292.00	272.00	383.00	327.00	372.00	320.00	394.00	293.00	523.00	438.00	521.00
0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00
77.00	46.00	74.00	32.00	51.00	63.00	55.00	55.00	73.00	85.00	103.00	86.00	98.00
386.00	372.00	532.00	400.00	392.00	421.00	405.00	616.00	640.00	416.00	559.00	666.00	619.00
63.00	36.93	58.00	53.00	60.00	36.00	58.75	37.39	66.67	31.00	95.93	58.91	126.91
5668.00	5320.00	6583.00	5219.00	4666.00	4881.00	4585.00	7338.00	7370.00	7606.00	4689.00	4929.00	4917.00
153.00	43.00	54.00	40.00	58.00	45.00	46.00	71.00	87.00	238.00	77.00	65.00	73.00
1290.58	1127.38	1767.34	1336.46	1189.72	1328.53	1689.61	1483.52	2083.15	1306.99	1281.95	1503.30	1361.31
494.00	424.00	433.00	429.00	485.00	412.00	456.00	456.00	473.00	406.00	475.00	468.00	470.00
910.36	792.32	1015.51	960.55	968.58	783.44	825.54	845.00	886.38	734.12	838.98	777.69	874.13
74.00	43.00	45.00	44.00	113.00	28.00	54.00	76.00	91.00	76.00	44.00	67.00	54.00
48.00	39.00	38.00	36.00	46.00	44.00	45.00	52.00	45.00	21.00	42.00	52.00	68.00
464.00	462.00	488.00	443.00	446.00	437.00	438.00	442.00	436.00	452.00	487.00	457.00	440.00
284.00	290.00	276.00	282.00	274.00	275.00	361.00	263.00	299.00	276.00	237.00	254.00	244.00
1945.00	1727.00	1739.81	1753.32	1578.66	1556.00	1893.00	1849.00	1626.00	1662.09	1605.07	1744.00	1711.69
550.00	535.00	520.82	513.50	517.83	522.00	583.00	557.00	635.00	575.61	570.88	587.00	619.16
140.00	89.00	69.00	82.00	73.00	82.00	89.00	69.00	64.00	165.00	75.00	65.00	75.00
278.00	265.00	368.00	184.00	259.00	370.00	300.00	286.00	341.00	361.00	442.00	377.00	651.00
612.11	521.43	567.06	543.67	626.25	532.03	571.04	488.31	426.94	493.28	536.12	503.49	527.09
1022.00	1099.00	1127.00	1152.00	1170.00	953.00	1274.00	1110.00	1028.00	794.00	1133.00	925.00	1044.00
746.00	954.00	1007.00	1048.00	826.00	873.00	814.00	870.00	835.00	895.00	1243.00	1251.00	1319.00
3779.00	4819.00	4062.00	4609.00	4106.00	3964.00	5099.00	4501.00	5386.00	4378.00	4748.00	4017.00	5399.00
782.00	705.00	819.00	770.00	711.00	613.00	722.00	762.00	730.00	682.00	649.00	693.00	739.00
733.81	683.41	612.37	771.00	642.41	647.00	805.00	616.94	617.69	586.00	573.10	622.68	686.00
885.00	770.00	857.00	890.00	856.00	828.00	920.00	730.00	662.00	670.00	688.00	749.00	776.00
612.00	635.00	660.00	592.00	590.00	570.00	557.00	772.00	835.00	700.00	671.00	614.00	759.00
346.00	249.00	340.00	262.00	302.00	284.00	305.00	335.00	379.00	264.00	343.00	373.00	429.00
2677.00	2278.00	2525.00	2511.00	2429.00	2344.00	2923.00	2418.00	2458.00	2011.00	2484.00	2311.00	2403.00
2921.00	2471.00	2986.00	2886.00	2812.00	2637.00	3268.00	2523.00	1819.00	1920.00	2327.00	1950.00	2138.00
3.00	7.00	3.00	6.00	3.00	3.00	3.00	5.00	4.00	3.00	7.00	5.00	1.00
530.08	451.77	603.69	526.55	492.03	396.90	617.13	478.91	672.93	552.28	487.31	584.52	522.01
1940.00	1765.00	2294.00	2055.00	2156.00	2151.00	2424.00	1731.00	1784.00	1543.00	1979.00	1988.00	2081.00
592.92	480.23	545.31	487.45	480.97	458.10	468.87	498.09	672.07	554.72	530.69	486.48	592.99
727.00	615.00	665.00	645.00	516.00	558.00	560.00	562.00	664.00	612.00	671.00	596.00	669.00
1874.00	2190.00	1973.00	1965.00	2127.00	1978.00	2010.00	2124.00	2106.00	2461.00	2012.00	2126.00	2027.00
2065.00	1764.00	2143.00	1971.00	2288.00	1857.00	2002.00	1838.00	1301.00	1428.00	1415.00	1302.00	1366.00
559.00	500.00	560.00	484.00	603.00	527.00	539.00	617.00	536.00	568.00	608.00	555.00	624.00
1593.00	1412.00	1591.00	1530.00	1484.00	1420.00	1518.00	1488.00	1236.00	1457.00	1245.00	1363.00	1271.00
470.00	455.00	350.00	436.00	498.00	364.00	519.00	411.00	381.00	376.00	542.00	493.00	553.00
585.00	562.00	729.00	559.00	734.00	577.00	608.00	636.00	600.00	700.00	512.00	601.00	622.00
892.00	804.00	812.00	740.00	861.00	874.00	883.00	882.00	1260.00	1202.00	1135.00	1421.00	1485.00
907.00	884.00	824.00	864.00	1131.00	901.00	969.00	796.00	523.00	668.00	734.00	619.00	746.00
318.00	216.00	318.00	232.00	223.00	242.00	281.00	263.00	274.00	297.00	264.00	214.00	284.00
1254.00	1100.00	953.00	986.00	838.00	891.00	970.00	947.00	1026.00	2653.00	1237.00	998.00	1100.00
2479.69	2242.93	2794.42	2304.48	2045.09	2229.72	2591.05	2822.40	3042.81	2512.27	2323.75	2504.13	2534.89
5.00	5.00	20.00	11.00	7.00	13.00	4.00	1.00	1.00	8.00	5.00	9.00	8.00
948.00	900.00	786.00	923.00	728.00	733.00	1006.00	1173.00	1198.00	883.00	983.00	1009.00	1196.00
4288.00	3959.00	4188.00	4049.00	4236.00	3847.00	4337.00	4042.00	3367.00	3350.00	3557.00	3628.00	3600.00
2181.00	2302.00	2376.00	2451.00	1863.00	2156.00	2222.00	2165.00	2373.00	2133.00	2062.00	2305.00	2099.00
1119.00	1044.00	1153.00	1067.00	994.08	921.99	1109.95	1022.00	1009.99	1028.00	1041.02	1022.97	1106.98
4.00	2.00	2.00	4.00	4.00	1.00	1.00	1.00	1.00	0.00	7.00	2.00	0.00
323.00	206.00	248.00	274.00	222.00	203.00	278.00	242.00	407.00	363.00	350.00	320.00	358.00
2012.00	1866.00	1968.00	1922.00	2372.00	1825.00	2056.00	1644.00	1421.00	1387.00	1601.00	1616.00	1697.00
1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
764.00	820.00	892.00	832.00	1142.00	1317.00	1396.00	1038.00	1628.00	1105.00	2145.00	1799.00	2587.00
59.00	96.00	92.00	86.00	121.00	130.00	142.00	96.00	167.00	124.00	294.00	280.00	408.00
1486.00	1294.00	1428.00	1314.00	1366.00	1227.00	1400.00	1353.00	1386.00	1347.00	1373.00	1435.00	1542.00
741.00	764.00	637.00	607.00	677.00	656.00	777.00	888.00	672.00	599.00	705.00	470.00	674.00
4820.00	3529.00	5185.00	3290.00	2856.00	3427.00	4108.00	5420.00	6625.00	5038.00	4884.00	4041.00	4806.00
32.58	48.75	62.05	36.75	38.00	38.63	30.00	42.60	29.71	57.11	62.22	35.28	36.93
354.00	343.00	320.00	385.00	382.00	377.00	358.00	300.00	245.00	271.00	310.00	287.00	293.00
2288.00	2144.00	2275.00	2402.00	2308.00	2178.00	2681.00	2086.00	1844.00	1660.00	2135.00	2210.00	2104.00
1635.00	1399.00	1489.00	1475.00	1519.00	1342.00	1688.00	1384.00	1259.00	1269.00	1355.00	1260.00	1410.00
330.00	338.00	406.00	359.00	387.00	316.00	367.00	268.00	297.00	264.00	251.00	262.00	247.00
3.00	3.00	7.00	1.00	1.00	0.00	3.00	5.00	0.00	0.00	3.00	2.00	1.00
55.00	30.00	41.00	30.00	60.00	58.00	64.00	44.00	56.00	50.00	136.00	90.00	172.00
428.00	388.00	364.00	423.00	442.00	372.00	439.00	387.00	253.00	327.00	304.00	352.00	320.00
195.00	166.00	216.00	184.00	198.00	177.00	152.00	149.00	187.00	239.00	134.00	166.00	164.00
50.00	34.00	46.00	51.00	88.00	71.00	88.00	45.00	101.00	78.00	174.00	162.00	268.00
1087.00	1152.00	1042.00	1214.00	1346.00	1164.00	1298.00	1121.00	910.00	1057.00	1122.00	1198.00	1158.00
1493.73	1553.73	1412.39	1482.00	1834.78	1455.75	1457.00	1435.48	917.71	1079.45	1307.79	1025.00	1297.00
319.00	304.00	274.00	341.00	347.00	268.00	339.00	286.00	235.00	282.00	305.00	282.00	272.00
49.00	29.00	45.00	37.00	50.00	36.00	44.00	35.00	30.00	38.00	68.00	52.00	60.00
859.00	879.00	965.00	866.00	898.00	995.00	863.00	824.00	928.00	925.00	830.00	951.00	895.00
1717.00	2164.00	2033.00	2139.00	1993.00	1922.00	2081.00	2010.00	1962.00	1610.00	1949.00	1938.00	2100.00
3217.00	2925.00	3624.00	3031.00	2908.00	2979.00	3183.00	3991.00	3961.00	3342.00	3325.00	2896.00	3385.00
1839.00	1492.00	1639.00	1469.00	1280.00	1179.00	1395.00	1464.00	2044.00	1589.00	1359.00	1579.00	1470.00
774.00	769.00	853.00	909.00	873.00	864.00	1013.00	725.00	588.00	598.00	754.00	663.00	714.00
2034.00	2003.00	1785.00	2167.00	2155.00	1842.00	2387.00	1890.00	1607.00	1527.00	1990.00	1811.00	2084.00
2.00	8.00	4.00	11.00	3.00	10.00	9.00	5.00	16.00	4.00	8.00	12.00	6.00
378.15	263.29	282.94	275.42	252.00	264.85	310.74	336.25	396.65	351.40	321.73	333.01	352.84
1237.00	1239.00	1254.00	1279.00	1295.00	1120.00	1231.00	1094.00	939.00	1038.00	1280.00	1074.00	1192.00
443.00	386.00	414.00	410.00	405.00	380.00	382.00	346.00	434.00	423.00	441.00	494.00	455.00
0.00	1.00	0.00	0.00	1.00	1.00	1.00	4.00	0.00	4.00	1.00	0.00	0.00
437.00	370.00	407.00	413.00	485.00	351.00	432.00	361.00	288.00	316.00	297.00	288.00	404.00
983.00	861.00	900.00	912.00	766.00	764.00	1097.00	1218.00	1528.00	1034.00	1076.00	991.00	1253.00
1482.00	1511.00	1609.00	1664.00	1431.00	1399.00	1523.00	1363.00	1717.00	1325.00	1361.00	1358.00	1359.00
183.00	189.00	175.00	210.00	178.00	155.00	247.00	151.00	141.00	133.00	188.00	173.00	182.00
